Flight/Train/Ship number,Departure & arrival,Date of travel,Related cases,Seat Number (if known)
ET608,Addis Ababa,26/12/2022,,13K
UO669,Fukuoka,26/12/2022,,4F
UO669,Fukuoka,26/12/2022,,5E
UO631,Seoul,26/12/2022,,Unknown
UO631,Seoul,26/12/2022,,Unknown
ET608,Addis Ababa,26/12/2022,,Unknown
BR871,Taipei,26/12/2022,,Unknown
UO631,Seoul,26/12/2022,,Unknown
UO687,Osaka,26/12/2022,,Unknown
CX250,London,26/12/2022,,30D
SQ894,Singapore,26/12/2022,,Unknown
HX633,Osaka,26/12/2022,,Unknown
CX162,Sydney,26/12/2022,,68J
CX614,Bangkok,26/12/2022,,Unknown
HX633,Osaka,26/12/2022,,Unknown
UO687,Osaka,26/12/2022,,Unknown
EK384,Bangkok,26/12/2022,,Unknown
UO687,Osaka,26/12/2022,,Unknown
UO687,Osaka,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
HX633,Osaka,26/12/2022,,Unknown
CX614,Bangkok,26/12/2022,,Unknown
UO111,Taipei,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
HX633,Osaka,26/12/2022,,Unknown
CX614,Bangkok,26/12/2022,,Unknown
CX614,Bangkok,26/12/2022,,42H
UO687,Osaka,26/12/2022,,5C
HX629,Seoul,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
CX614,Bangkok,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
UO669,Fukuoka,26/12/2022,,Unknown
CX567,Osaka,26/12/2022,,71H
UO111,Taipei,26/12/2022,,Unknown
CI909,Taipei,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
UO705,Bangkok,26/12/2022,,2B
SQ894,Singapore,26/12/2022,,95A
CX614,Bangkok,26/12/2022,,Unknown
UO705,Bangkok,26/12/2022,,Unknown
CX614,Bangkok,26/12/2022,,Unknown
CX614,Bangkok,26/12/2022,,Unknown
UO705,Bangkok,26/12/2022,,Unknown
UO705,Bangkok,26/12/2022,,25D
CX250,London,26/12/2022,,Unknown
CX250,London,26/12/2022,,Unknown
CX250,London,26/12/2022,,Unknown
UO111,Taipei,26/12/2022,,Unknown
CX567,Osaka,26/12/2022,,Unknown
CX567,Osaka,26/12/2022,,71G
CI909,Taipei,26/12/2022,,Unknown
KE171,Seoul,26/12/2022,,Unknown
AK138,Kuala Lumpur,26/12/2022,,19A
AK138,Kuala Lumpur,26/12/2022,,1F
CX417,Seoul,26/12/2022,,Unknown
CX567,Osaka,26/12/2022,,Unknown
CX567,Osaka,26/12/2022,,Unknown
CX567,Osaka,26/12/2022,,16K
CX567,Osaka,26/12/2022,,Unknown
MH072,Kuala Lumpur,26/12/2022,,Unknown
CX567,Osaka,26/12/2022,,Unknown
CX567,Osaka,26/12/2022,,17K
CI903,Taipei,26/12/2022,,48B
CI909,Taipei,26/12/2022,,Unknown
TG600,Bangkok,26/12/2022,,Unknown
TG600,Bangkok,26/12/2022,,Unknown
MH72,Kuala Lumpur,26/12/2022,,Unknown
CX567,Osaka,26/12/2022,,45G
AK138,Kuala Lumpur,26/12/2022,,1E
CX543,Tokyo,26/12/2022,,56B
CX543,Tokyo,26/12/2022,,Unknown
BA2355,Doha,26/12/2022,,Unknown
UO821,Okinawa,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,Unknown
CX841,New York,26/12/2022,,64C
CX543,Tokyo,26/12/2022,,Unknown
JL7031,Tokyo,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,Unknown
NH859,Tokyo,26/12/2022,,35J
HB503,Taipei,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,40C
BA2355,Doha,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,Unknown
CX543,Tokyo,26/12/2022,,Unknown
UO821,Okinawa,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,2J
TG600,Bangkok,26/12/2022,,Unknown
TG600,Bangkok,26/12/2022,,34A
UO821,Okinawa,26/12/2022,,28F
NH859,Tokyo,26/12/2022,,35K
NH859,Tokyo,26/12/2022,,38F
NH859,Tokyo,26/12/2022,,Unknown
UO821,Okinawa,26/12/2022,,28E
NH859,Tokyo,26/12/2022,,35H
CX543,Tokyo,26/12/2022,,39G
UO821,Okinawa,26/12/2022,,Unknown
HB503,Taipei,26/12/2022,,Unknown
UO821,Okinawa,26/12/2022,,Unknown
SQ882,Singapore,26/12/2022,,Unknown
CX489,Taipei,26/12/2022,,Unknown
BR851,Taipei,26/12/2022,,Unknown
CX252,London,26/12/2022,,68C
CX178,Melbourne,26/12/2022,,Unknown
HX780,Bangkok,26/12/2022,,Unknown
CX270,Amsterdam,26/12/2022,,Unknown
HX780,Bangkok,26/12/2022,,Unknown
BR851,Taipei,26/12/2022,,Unknown
BR851,Taipei,26/12/2022,,Unknown
CX372,Madrid,26/12/2022,,Unknown
CX252,London,26/12/2022,,33K
CX270,Amsterdam,26/12/2022,,Unknown
HX780,Bangkok,26/12/2022,,10
CX270,Amsterdam,26/12/2022,,Unknown
CX811,Boston,26/12/2022,,Unknown
CX138,Sydney,26/12/2022,,Unknown
AC007,Vancouver,26/12/2022,,26C
CX138,Sydney,26/12/2022,,Unknown
CX372,Madrid,26/12/2022,,Unknown
CX260,Paris,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,24B
UO623,Tokyo,26/12/2022,,Unknown
HX780,Bangkok,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,22C
CX138,Sydney,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,Unknown
HX780,Bangkok,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,24A
UO623,Tokyo,26/12/2022,,Unknown
HX780,Bangkok,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,Unknown
HX780,Bangkok,26/12/2022,,Unknown
CX138,Sydney,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,24C
UO623,Tokyo,26/12/2022,,21F
HX780,Bangkok,26/12/2022,,Unknown
CX372,Madrid,26/12/2022,,31F
CX893,San Francisco,26/12/2022,,70D
HX637,Osaka,26/12/2022,,Unknown
HX637,Osaka,26/12/2022,,Unknown
HX637,Osaka,26/12/2022,,Unknown
HX637,Osaka,26/12/2022,,Unknown
HX637,Osaka,26/12/2022,,Unknown
HX637,Osaka,26/12/2022,,Unknown
HX766,Bangkok,26/12/2022,,Unknown
HX766,Bangkok,26/12/2022,,Unknown
HX766,Bangkok,26/12/2022,,Unknown
UO781,Singapore,26/12/2022,,Unknown
HX766,Bangkok,26/12/2022,,Unknown
HX766,Bangkok,26/12/2022,,Unknown
CX087,Anchorage,26/12/2022,,Cabin Crew
BA031,London,26/12/2022,,38D
FD500,Bangkok,26/12/2022,,Unknown
TK070,Istanbul,26/12/2022,,Unknown
TK70,Bangkok,26/12/2022,,Unknown
BA031,London,26/12/2022,,Unknown
TK070,Istanbul,26/12/2022,,3D
BA031,London,26/12/2022,,Unknown
TK070,Istanbul,26/12/2022,,Unknown
BA031,London,26/12/2022,,Unknown
CX750,Bangkok,26/12/2022,,Unknown
FD500,Bangkok,26/12/2022,,Unknown
CX162,Sydney,26/12/2022,,31E
HX611,Tokyo,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
UO687,Osaka,26/12/2022,,5B
HX629,Seoul,26/12/2022,,Unknown
SQ894,Singapore,26/12/2022,,Unknown
CX417,Seoul,26/12/2022,,60D
MH072,Kuala Lumpur,26/12/2022,,23G
CX614,Bangkok,26/12/2022,,19A
CX841,New York,26/12/2022,,Unknown
KE171,Seoul,26/12/2022,,7H
CX567,Osaka,26/12/2022,,Unknown
CX417,Seoul,26/12/2022,,Unknown
CI909,Taipei,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,Unknown
JL029,Tokyo,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,24D
QR818,Doha,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,Unknown
TG600,Bangkok,26/12/2022,,26B
TG600,Bangkok,26/12/2022,,Unknown
TG600,Bangkok,26/12/2022,,54D
TG600,Bangkok,26/12/2022,,54E
TG600,Bangkok,26/12/2022,,21K
UO821,Okinawa,26/12/2022,,Unknown
BR867,Taipei,26/12/2022,,Unknown
BR867,Taipei,26/12/2022,,Unknown
TR978,Singapore,26/12/2022,,Unknown
BR867,Taipei,26/12/2022,,Unknown
5J272,Manila,26/12/2022,,Unknown
5J272,Manila,26/12/2022,,25E
PR300,Manila,26/12/2022,,51A
PR300,Manila,26/12/2022,,Unknown
AK138,Kuala Lumpur,26/12/2022,,Unknown
TR978,Singapore,26/12/2022,,Unknown
CX270,Amsterdam,26/12/2022,,Unknown
TG600,Bangkok,26/12/2022,,Unknown
CX178,Melbourne,26/12/2022,,65H
CX252,London,26/12/2022,,Unknown
CX252,London,26/12/2022,,Unknown
CX811,Boston,26/12/2022,,49H
HX780,Bangkok,26/12/2022,,Unknown
CX260,Paris,26/12/2022,,Unknown
CX372,Madrid,26/12/2022,,31G
AC007,Vancouver,26/12/2022,,Unknown
UO623,Tokyo,26/12/2022,,Unknown
CX138,Sydney,26/12/2022,,Unknown
CX893,San Francisco,26/12/2022,,Unknown
CX893,San Francisco,26/12/2022,,Unknown
CX893,San Francisco,26/12/2022,,Unknown
CX893,San Francisco,26/12/2022,,Unknown
CX893,San Francisco,26/12/2022,,Unknown
CX138,Sydney,26/12/2022,,59D
HX637,Osaka,26/12/2022,,Unknown
HX766,Bangkok,26/12/2022,,Unknown
CX893,San Francisco,26/12/2022,,50C
CX567,Osaka,26/12/2022,,Unknown
MU539,Ningbo,26/12/2022,,Unknown
BR851,Taipei,26/12/2022,,Unknown
CX250,London,26/12/2022,,11D
HX629,Seoul,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,39K
CX419,Seoul,26/12/2022,,Unknown
SQ882,Singapore,26/12/2022,,Unknown
UO725,Phuket,26/12/2022,,Unknown
CX893,San Francisco,26/12/2022,,Unknown
QR818,Doha,26/12/2022,,Unknown
UO725,Phuket,26/12/2022,,Unknown
CX252,London,26/12/2022,,Unknown
CX252,London,26/12/2022,,Unknown
CX893,San Francisco,26/12/2022,,Unknown
HXX766,Bangkok,26/12/2022,,Unknown
CX883,Los Angeles,26/12/2022,,Unknown
GJ8053,Hangzhou,26/12/2022,,2A
HX637,Osaka,26/12/2022,,Unknown
HX637,Osaka,26/12/2022,,Unknown
HX766,Bangkok,26/12/2022,,Unknown
HX283,Taipei,26/12/2022,,Unknown
KE177,Seoul,26/12/2022,,31A
HX766,Bangkok,26/12/2022,,Unknown
CX702,Bangkok,26/12/2022,,63D
HX283,Taipei,26/12/2022,,Unknown
CX702,Bangkok,26/12/2022,,62E
CX419,Seoul,26/12/2022,,Unknown
CX702,Bangkok,26/12/2022,,Unknown
HX283,Taipei,26/12/2022,,Unknown
CX883,Los Angeles,26/12/2022,,Unknown
CX702,Bangkok,26/12/2022,,63E
CX702,Bangkok,26/12/2022,,Unknown
HX283,Taipei,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
CX419,Seoul,26/12/2022,,62A
KE177,Seoul,26/12/2022,,Unknown
CX419,Seoul,26/12/2022,,Unknown
CX505,Tokyo,26/12/2022,,Unknown
KE177,Seoul,26/12/2022,,Unknown
CX419,Seoul,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
CX419,Seoul,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
CX419,Seoul,26/12/2022,,Unknown
CX419,Seoul,26/12/2022,,Unknown
HX283,Taipei,26/12/2022,,Unknown
CX702,Bangkok,26/12/2022,,Unknown
CX702,Bangkok,26/12/2022,,33F
OZ745,Seoul,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,25A
CX742,Hanoi,26/12/2022,,Unknown
CX716,Singapore,26/12/2022,,75B
KE177,Seoul,26/12/2022,,49C
KE177,Seoul,26/12/2022,,Unknown
KE177,Seoul,26/12/2022,,Unknown
KE177,Seoul,26/12/2022,,Unknown
HX283,Taipei,26/12/2022,,Unknown
CX702,Bangkok,26/12/2022,,62D
HX283,Taipei,26/12/2022,,Unknown
CX831,New York,26/12/2022,,Unknown
KE177,Seoul,26/12/2022,,Unknown
UO781,Singapore,26/12/2022,,2F
KE177,Seoul,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
KE177,Seoul,26/12/2022,,37E
CX419,Seoul,26/12/2022,,Unknown
CX831,New York,26/12/2022,,Unknown
CX716,Singapore,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
CX716,Singapore,26/12/2022,,Unknown
CX527,Tokyo,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,25C
CX419,Seoul,26/12/2022,,Unknown
CX419,Seoul,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,36C
CX104,Melbourne,26/12/2022,,Unknown
CX930,Manila,26/12/2022,,44C
HX691,Sapporo,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,32H
CX419,Seoul,26/12/2022,,Unknown
HX609,Tokyo,26/12/2022,,Unknown
CX930,Manila,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,40D
UO631,Seoul,26/12/2022,,Unknown
CX419,Seoul,26/12/2022,,45G
CX561,Osaka,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
CX831,New York,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,18A
CX702,Bangkok,26/12/2022,,32K
CX505,Tokyo,26/12/2022,,Unknown
CX104,Melbourne,26/12/2022,,62J
CX419,Seoul,26/12/2022,,40B
CX702,Bangkok,26/12/2022,,44K
CX742,Hanoi,26/12/2022,,Unknown
AC007,Vancouver,26/12/2022,,40A
HX691,Sapporo,26/12/2022,,Unknown
CX411,Seoul,26/12/2022,,48H
CX716,Singapore,26/12/2022,,75C
CX716,Singapore,26/12/2022,,Unknown
CX702,Bangkok,26/12/2022,,45K
OZ745,Seoul,26/12/2022,,Unknown
CX505,Tokyo,26/12/2022,,47C
CX505,Tokyo,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
CX716,Singapore,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,36D
CX742,Hanoi,26/12/2022,,Unknown
CX716,Singapore,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
CX702,Bangkok,26/12/2022,,32H
CX100,Sydney,26/12/2022,,73C
CX702,Bangkok,26/12/2022,,45J
PR306,Manila,26/12/2022,,Unknown
CX505,Tokyo,26/12/2022,,Unknown
CX104,Melbourne,26/12/2022,,Unknown
CX100,Sydney,26/12/2022,,Unknown
CX505,Tokyo,26/12/2022,,17G
HX691,Sapporo,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
CX930,Manila,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
CX505,Tokyo,26/12/2022,,23D
CX104,Melbourne,26/12/2022,,Unknown
CX831,New York,26/12/2022,,Unknown
CX716,Singapore,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,40G
CX831,New York,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,55H
CX100,Sydney,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,35F
CX505,Tokyo,26/12/2022,,Unknown
CX419,Seoul,26/12/2022,,40A
CX505,Tokyo,26/12/2022,,Unknown
CX742,Hanoi,26/12/2022,,30A
OZ745,Seoul,26/12/2022,,Unknown
CX716,Singapore,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
CX100,Sydney,26/12/2022,,Unknown
CX831,New York,26/12/2022,,21K
CX505,Tokyo,26/12/2022,,Unknown
CX505,Tokyo,26/12/2022,,Unknown
CX776,Jakarta,26/12/2022,,Unknown
CX902,Manila,26/12/2022,,Unknown
CX831,New York,26/12/2022,,Unknown
CX561,Osaka,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
CX716,Singapore,26/12/2022,,Unknown
OZ745,Seoul,26/12/2022,,Unknown
CX104,Melbourne,26/12/2022,,65B
UO703,Bangkok,26/12/2022,,Unknown
HX619,Osaka,26/12/2022,,Unknown
CX776,Jakarta,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
CX527,Tokyo,26/12/2022,,Unknown
EK384,Bangkok,26/12/2022,,72F
HX619,Osaka,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
HX609,Tokyo,26/12/2022,,Unknown
TG600,Bangkok,26/12/2022,,Unknown
HX619,Osaka,26/12/2022,,Unknown
CX561,Osaka,26/12/2022,,56D
CX561,Osaka,26/12/2022,,17D
CX561,Osaka,26/12/2022,,17E
HX691,Sapporo,26/12/2022,,32K
CX561,Osaka,26/12/2022,,Unknown
CX561,Osaka,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,40K
HX619,Osaka,26/12/2022,,Unknown
CX561,Osaka,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
CX776,Jakarta,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
HX776,Bangkok,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
CX561,Osaka,26/12/2022,,Unknown
CX561,Osaka,26/12/2022,,Unknown
CX561,Osaka,26/12/2022,,Unknown
CX561,Osaka,26/12/2022,,Unknown
HX609,Tokyo,26/12/2022,,Unknown
HX776,Bangkok,26/12/2022,,Unknown
HX776,Bangkok,26/12/2022,,Unknown
CX561,Osaka,26/12/2022,,Unknown
HX691,Sapporo,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
CX104,Melbourne,26/12/2022,,19A
HX776,Bangkok,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
CX411,Seoul,26/12/2022,,48J
HX691,Sapporo,26/12/2022,,Unknown
HX609,Tokyo,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
TG638,Bangkok,26/12/2022,,Unknown
HX619,Osaka,26/12/2022,,Unknown
HX619,Osaka,26/12/2022,,Unknown
CX100,Sydney,26/12/2022,,43G
CX561,Osaka,26/12/2022,,65H
CX561,Osaka,26/12/2022,,44D
CX457,Kaohsiung,26/12/2022,,Unknown
HX776,Bangkok,26/12/2022,,Unknown
CX100,Sydney,26/12/2022,,Unknown
CX561,Osaka,26/12/2022,,18C
JL735,Tokyo,26/12/2022,,53A
CX6323,Tokyo,26/12/2022,,Unknown
JL735,Tokyo,26/12/2022,,57K
JL735,Tokyo,26/12/2022,,57G
JL735,Tokyo,26/12/2022,,55K
JL735,Tokyo,26/12/2022,,57H
JL735,Tokyo,26/12/2022,,53C
PR306,Manila,26/12/2022,,46K
EK384,Bangkok,26/12/2022,,Unknown
CX411,Seoul,26/12/2022,,Unknown
CX411,Seoul,26/12/2022,,15G
CX527,Tokyo,26/12/2022,,Unknown
CX411,Seoul,26/12/2022,,Unknown
CX411,Seoul,26/12/2022,,Unknown
CX527,Tokyo,26/12/2022,,Unknown
CX527,Tokyo,26/12/2022,,Unknown
CX527,Tokyo,26/12/2022,,60E
CX527,Tokyo,26/12/2022,,41K
CX521,Tokyo,26/12/2022,,23K
EK384,Bangkok,26/12/2022,,19D
EK384,Dubai,26/12/2022,,Unknown
CX521,Tokyo,26/12/2022,,43A
CX411,Seoul,26/12/2022,,Unknown
CX411,Seoul,26/12/2022,,Unknown
UO2811,Sapporo,26/12/2022,,Unknown
HB684,Bangkok,26/12/2022,,Unknown
UO2811,Sapporo,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,Unknown
CX708,Bangkok,26/12/2022,,Unknown
CX521,Tokyo,26/12/2022,,43C
CX527,Tokyo,26/12/2022,,61E
CX507,Osaka,26/12/2022,,Unknown
PR310,Manila,26/12/2022,,Unknown
JL735,Tokyo,26/12/2022,,55E
PR310,Manila,26/12/2022,,71J
CX507,Osaka,26/12/2022,,Unknown
CX479,Taipei,26/12/2022,,Unknown
CX784,Denpasar,26/12/2022,,Unknown
CX708,Bangkok,26/12/2022,,Unknown
CX708,Bangkok,26/12/2022,,Unknown
UO2811,Sapporo,26/12/2022,,Unknown
UO2811,Sapporo,26/12/2022,,Unknown
CX708,Bangkok,26/12/2022,,40K
UO2811,Sapporo,26/12/2022,,Unknown
CX708,Bangkok,26/12/2022,,Unknown
UO2811,Sapporo,26/12/2022,,11E
CX479,Taipei,26/12/2022,,Unknown
UO2811,Sapporo,26/12/2022,,Unknown
CX708,Bangkok,26/12/2022,,32B
JL735,Tokyo,26/12/2022,,Unknown
CX825,Toronto,26/12/2022,,44J
5J116,Manila,26/12/2022,,Unknown
PR310,Manila,26/12/2022,,Unknown
JL735,Tokyo,26/12/2022,,Unknown
CX479,Taipei,26/12/2022,,Unknown
UO2811,Sapporo,26/12/2022,,Unknown
PR212,Bangkok,26/12/2022,,Unknown
5J116,Manila,26/12/2022,,Unknown
5J116,Manila,26/12/2022,,Unknown
UO2811,Sapporo,26/12/2022,,11F
UO2811,Sapporo,26/12/2022,,Unknown
CX784,Denpasar,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,Unknown
CX708,Bangkok,26/12/2022,,Cabin Crew
CX507,Osaka,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
CX837,Vancouver,26/12/2022,,Unknown
CX527,Tokyo,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
CX527,Tokyo,26/12/2022,,Unknown
CX2690,Singapore,26/12/2022,,21G
CX837,Vancouver,26/12/2022,,Unknown
CX527,Tokyo,26/12/2022,,71E
HX657,Okinawa,26/12/2022,,Unknown
CX837,Vancouver,26/12/2022,,42D
EK384,Dubai,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
EK384,Dubai,26/12/2022,,Unknown
CX837,Vancouver,26/12/2022,,42E
HX657,Okinawa,26/12/2022,,Unknown
CX837,Vancouver,26/12/2022,,30E
HX657,Okinawa,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,42D
CX507,Osaka,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,14A
CX507,Osaka,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,Unknown
HB684,Bangkok,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,42E
UO871,Tokyo,26/12/2022,,Unknown
CX784,Denpasar,26/12/2022,,Unknown
CX784,Denpasar,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,Unknown
CX825,Toronto,26/12/2022,,Unknown
PR310,Manila,26/12/2022,,21B
PR310,Manila,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,45D
UO899,Osaka,26/12/2022,,Unknown
UO899,Osaka,26/12/2022,,Unknown
UO899,Osaka,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,42G
CX507,Osaka,26/12/2022,,61E
HX657,Okinawa,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
UO899,Osaka,26/12/2022,,24E
UO899,Osaka,26/12/2022,,Unknown
UO899,Osaka,26/12/2022,,24D
UO899,Osaka,26/12/2022,,Unknown
UO899,Osaka,26/12/2022,,Unknown
UO871,Tokyo,26/12/2022,,Unknown
UO871,Tokyo,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,Cabin Crew
CX549,Tokyo,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,Unknown
UO899,Osaka,26/12/2022,,Unknown
UO135,Kaohsiung,26/12/2022,,18C
UO899,Osaka,26/12/2022,,Unknown
UO899,Osaka,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,44A
CX549,Tokyo,26/12/2022,,44B
CX549,Tokyo,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,53G
CX549,Tokyo,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,Unknown
UO871,Tokyo,26/12/2022,,Unknown
UO871,Tokyo,26/12/2022,,Unknown
CX930,Manila,26/12/2022,,Unknown
UO899,Osaka,26/12/2022,,Unknown
UO899,Osaka,26/12/2022,,Unknown
CX507,Osaka,26/12/2022,,61G
CX507,Osaka,26/12/2022,,61H
VN592,Hanoi,26/12/2022,,Unknown
CX750,Bangkok,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
TK070,Istanbul,26/12/2022,,Unknown
TK70,Istanbul,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
TK070,Istanbul,26/12/2022,,Unknown
HX657,Okinawa,26/12/2022,,Unknown
CX750,Bangkok,26/12/2022,,Unknown
CX411,Seoul,26/12/2022,,Unknown
TK70,Istanbul,26/12/2022,,28D
EK384,Bangkok,26/12/2022,,Unknown
TK070,Istanbul,26/12/2022,,31B
CX162,Sydney,26/12/2022,,Unknown
FD500,Bangkok,26/12/2022,,15A
TK070,Istanbul,26/12/2022,,Unknown
TK070,Istanbul,26/12/2022,,Unknown
TK70,Istanbul,26/12/2022,,32G
HX611,Tokyo,26/12/2022,,Unknown
UO631,Seoul,26/12/2022,,Unknown
UO849,Tokyo,26/12/2022,,Unknown
UO681,Fukuoka,26/12/2022,,27D
UO681,Fukuoka,26/12/2022,,27C
UO681,Fukuoka,26/12/2022,,14A
UO631,Seoul,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,44C
UO631,Seoul,26/12/2022,,17A
UO849,Tokyo,26/12/2022,,Unknown
UO669,Fukuoka,26/12/2022,,5F
UO681,Fukuoka,26/12/2022,,Unknown
UO681,Fukuoka,26/12/2022,,Unknown
HX611,Tokyo,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,66A
CX549,Tokyo,26/12/2022,,Unknown
CX549,Tokyo,26/12/2022,,Unknown
UO849,Tokyo,26/12/2022,,Unknown
UO631,Seoul,26/12/2022,,Unknown
BR871,Taipei,26/12/2022,,Unknown
UO681,Fukuoka,26/12/2022,,Unknown
UO631,Seoul,26/12/2022,,Unknown
ET608,Bangkok,26/12/2022,,Unknown
UO681,Fukuoka,26/12/2022,,Unknown
HX611,Tokyo,26/12/2022,,31A
EK384,Bangkok,26/12/2022,,Unknown
LH796,Frankfurt,26/12/2022,,Unknown
EK384,Bangkok,26/12/2022,,Unknown
EK384,Bangkok,26/12/2022,,78J
UO687,Osaka,26/12/2022,,Unknown
CX363,Shanghai,26/12/2022,,72B
CX2690,Singapore,26/12/2022,,Unknown
