As of date,As of time,Mainland China,Number of reported/confirmed cases,Number of deaths,Remark,Number of newly confirmed cases reported in the past 14 days
11/03/2022,11:00,Guizhou,162,2,,0
11/03/2022,11:00,Hainan,193,6,,3
11/03/2022,11:00,Hebei,1552,7,,76
11/03/2022,11:00,Heilongjiang,2108,13,,37
11/03/2022,11:00,Henan,2699,22,,35
11/03/2022,11:00,Hubei,68384,4512,,37
11/03/2022,11:00,Hunan,1239,4,,6
11/03/2022,11:00,Inner Mongolia Autonomous Region,1664,1,,161
11/03/2022,11:00,Jiangsu,1866,0,,105
11/03/2022,11:00,Jiangxi,959,1,,0
11/03/2022,11:00,Jilin,1133,3,,530
11/03/2022,11:00,Liaoning,1044,2,,36
11/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
11/03/2022,11:00,Qinghai,31,0,,1
11/03/2022,11:00,Shaanxi,2889,3,,63
11/03/2022,11:00,Shandong,1585,7,,466
11/03/2022,11:00,Shanghai,4720,7,,553
11/03/2022,11:00,Shanxi,295,0,,17
11/03/2022,11:00,Sichuan,1545,3,,100
11/03/2022,11:00,Tianjin,1213,3,,114
11/03/2022,11:00,Tibet Autonomous Region,1,0,,0
11/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
11/03/2022,11:00,Yunnan,1998,2,,70
11/03/2022,11:00,Zhejiang,2317,1,,58
12/03/2022,11:00,Anhui,1016,6,,5
12/03/2022,11:00,Beijing,1609,9,,172
12/03/2022,11:00,Chongqing,628,6,,12
12/03/2022,11:00,Fujian,1592,1,,43
12/03/2022,11:00,Gansu,535,2,,167
12/03/2022,11:00,Guangdong,5683,8,,1249
12/03/2022,11:00,Guangxi Zhuang Autonomous Region,1256,2,,194
12/03/2022,11:00,Guizhou,162,2,,0
12/03/2022,11:00,Hainan,193,6,,3
12/03/2022,11:00,Hebei,1574,7,,98
12/03/2022,11:00,Heilongjiang,2111,13,,39
12/03/2022,11:00,Henan,2704,22,,40
12/03/2022,11:00,Hubei,68386,4512,,39
12/03/2022,11:00,Hunan,1240,4,,7
12/03/2022,11:00,Inner Mongolia Autonomous Region,1665,1,,130
12/03/2022,11:00,Jiangsu,1886,0,,119
12/03/2022,11:00,Jiangxi,959,1,,0
12/03/2022,11:00,Jilin,1269,3,,666
12/03/2022,11:00,Liaoning,1047,2,,29
12/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
12/03/2022,11:00,Qinghai,32,0,,2
12/03/2022,11:00,Shaanxi,2919,3,,93
12/03/2022,11:00,Shandong,1751,7,,628
12/03/2022,11:00,Shanghai,4747,7,,525
12/03/2022,11:00,Shanxi,295,0,,17
12/03/2022,11:00,Sichuan,1557,3,,110
12/03/2022,11:00,Tianjin,1250,3,,145
12/03/2022,11:00,Tibet Autonomous Region,1,0,,0
12/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
12/03/2022,11:00,Yunnan,2002,2,,65
12/03/2022,11:00,Zhejiang,2341,1,,78
13/03/2022,11:00,Anhui,1017,6,,6
13/03/2022,11:00,Beijing,1627,9,,180
13/03/2022,11:00,Chongqing,636,6,,20
13/03/2022,11:00,Fujian,1593,1,,39
13/03/2022,11:00,Gansu,540,2,,172
13/03/2022,11:00,Guangdong,5779,8,,1262
13/03/2022,11:00,Guangxi Zhuang Autonomous Region,1260,2,,181
13/03/2022,11:00,Guizhou,164,2,,2
13/03/2022,11:00,Hainan,193,6,,3
13/03/2022,11:00,Hebei,1607,7,,131
13/03/2022,11:00,Heilongjiang,2114,13,,42
13/03/2022,11:00,Henan,2705,22,,41
13/03/2022,11:00,Hubei,68386,4512,,37
13/03/2022,11:00,Hunan,1241,4,,8
13/03/2022,11:00,Inner Mongolia Autonomous Region,1666,1,,93
13/03/2022,11:00,Jiangsu,1910,0,,137
13/03/2022,11:00,Jiangxi,959,1,,0
13/03/2022,11:00,Jilin,2683,3,,2078
13/03/2022,11:00,Liaoning,1052,2,,26
13/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
13/03/2022,11:00,Qinghai,32,0,,2
13/03/2022,11:00,Shaanxi,2958,3,,132
13/03/2022,11:00,Shandong,1937,7,,812
13/03/2022,11:00,Shanghai,4761,7,,496
13/03/2022,11:00,Shanxi,295,0,,16
13/03/2022,11:00,Sichuan,1560,3,,104
13/03/2022,11:00,Tianjin,1273,3,,163
13/03/2022,11:00,Tibet Autonomous Region,1,0,,0
13/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
13/03/2022,11:00,Yunnan,2004,2,,61
13/03/2022,11:00,Zhejiang,2395,1,,130
14/03/2022,11:00,Anhui,1017,6,,6
14/03/2022,11:00,Beijing,1636,9,,169
14/03/2022,11:00,Chongqing,642,6,,26
14/03/2022,11:00,Fujian,1604,1,,46
14/03/2022,11:00,Gansu,553,2,,185
14/03/2022,11:00,Guangdong,5900,8,,1290
14/03/2022,11:00,Guangxi Zhuang Autonomous Region,1271,2,,170
14/03/2022,11:00,Guizhou,164,2,,2
14/03/2022,11:00,Hainan,193,6,,3
14/03/2022,11:00,Hebei,1658,7,,182
14/03/2022,11:00,Heilongjiang,2121,13,,42
14/03/2022,11:00,Henan,2706,22,,40
14/03/2022,11:00,Hubei,68386,4512,,32
14/03/2022,11:00,Hunan,1241,4,,8
14/03/2022,11:00,Inner Mongolia Autonomous Region,1666,1,,82
14/03/2022,11:00,Jiangsu,1927,0,,153
14/03/2022,11:00,Jiangxi,959,1,,0
14/03/2022,11:00,Jilin,3578,3,,2973
14/03/2022,11:00,Liaoning,1061,2,,34
14/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
14/03/2022,11:00,Qinghai,32,0,,2
14/03/2022,11:00,Shaanxi,3018,3,,192
14/03/2022,11:00,Shandong,2033,7,,904
14/03/2022,11:00,Shanghai,4818,7,,508
14/03/2022,11:00,Shanxi,295,0,,12
14/03/2022,11:00,Sichuan,1568,3,,109
14/03/2022,11:00,Tianjin,1318,3,,199
14/03/2022,11:00,Tibet Autonomous Region,1,0,,0
14/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
14/03/2022,11:00,Yunnan,2009,2,,63
14/03/2022,11:00,Zhejiang,2410,1,,145
15/03/2022,11:00,Anhui,1018,6,,6
15/03/2022,11:00,Beijing,1651,9,,172
15/03/2022,11:00,Chongqing,652,6,,32
15/03/2022,11:00,Fujian,1643,1,,82
15/03/2022,11:00,Gansu,560,2,,192
15/03/2022,11:00,Guangdong,5968,8,,1283
15/03/2022,11:00,Guangxi Zhuang Autonomous Region,1292,2,,177
15/03/2022,11:00,Guizhou,166,2,,4
15/03/2022,11:00,Hainan,193,6,,2
15/03/2022,11:00,Hebei,1671,7,,195
15/03/2022,11:00,Heilongjiang,2128,13,,45
15/03/2022,11:00,Henan,2707,22,,41
15/03/2022,11:00,Hubei,68388,4512,,31
15/03/2022,11:00,Hunan,1241,4,,8
15/03/2022,11:00,Inner Mongolia Autonomous Region,1666,1,,68
15/03/2022,11:00,Jiangsu,1947,0,,168
15/03/2022,11:00,Jiangxi,959,1,,0
15/03/2022,11:00,Jilin,6655,3,,6050
15/03/2022,11:00,Liaoning,1086,2,,59
15/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
15/03/2022,11:00,Qinghai,32,0,,2
15/03/2022,11:00,Shaanxi,3071,3,,245
15/03/2022,11:00,Shandong,2148,7,,1016
15/03/2022,11:00,Shanghai,4839,7,,489
15/03/2022,11:00,Shanxi,295,0,,11
15/03/2022,11:00,Sichuan,1572,3,,110
15/03/2022,11:00,Tianjin,1372,3,,246
15/03/2022,11:00,Tibet Autonomous Region,1,0,,0
15/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
15/03/2022,11:00,Yunnan,2013,2,,57
15/03/2022,11:00,Zhejiang,2453,1,,188
16/03/2022,11:00,Anhui,1020,6,,8
16/03/2022,11:00,Beijing,1663,9,,179
16/03/2022,11:00,Chongqing,663,6,,41
16/03/2022,11:00,Fujian,1668,1,,106
16/03/2022,11:00,Gansu,565,2,,197
16/03/2022,11:00,Guangdong,6048,8,,1248
16/03/2022,11:00,Guangxi Zhuang Autonomous Region,1321,2,,201
16/03/2022,11:00,Guizhou,168,2,,6
16/03/2022,11:00,Hainan,193,6,,2
16/03/2022,11:00,Hebei,1709,7,,233
16/03/2022,11:00,Heilongjiang,2143,13,,56
16/03/2022,11:00,Henan,2709,22,,42
16/03/2022,11:00,Hubei,68388,4512,,21
16/03/2022,11:00,Hunan,1243,4,,9
16/03/2022,11:00,Inner Mongolia Autonomous Region,1666,1,,52
16/03/2022,11:00,Jiangsu,1960,0,,181
16/03/2022,11:00,Jiangxi,959,1,,0
16/03/2022,11:00,Jilin,8111,3,,7502
16/03/2022,11:00,Liaoning,1120,2,,91
16/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
16/03/2022,11:00,Qinghai,32,0,,2
16/03/2022,11:00,Shaanxi,3099,3,,273
16/03/2022,11:00,Shandong,2234,7,,1096
16/03/2022,11:00,Shanghai,4854,7,,466
16/03/2022,11:00,Shanxi,295,0,,10
16/03/2022,11:00,Sichuan,1581,3,,113
16/03/2022,11:00,Tianjin,1425,3,,295
16/03/2022,11:00,Tibet Autonomous Region,1,0,,0
16/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
16/03/2022,11:00,Yunnan,2020,2,,61
16/03/2022,11:00,Zhejiang,2481,1,,216
17/03/2022,11:00,Anhui,1021,6,,8
17/03/2022,11:00,Beijing,1675,9,,180
17/03/2022,11:00,Chongqing,667,6,,45
17/03/2022,11:00,Fujian,1769,1,,203
17/03/2022,11:00,Gansu,578,2,,209
17/03/2022,11:00,Guangdong,6152,8,,1258
17/03/2022,11:00,Guangxi Zhuang Autonomous Region,1333,2,,203
17/03/2022,11:00,Guizhou,170,2,,8
17/03/2022,11:00,Hainan,193,6,,2
17/03/2022,11:00,Hebei,1747,7,,270
17/03/2022,11:00,Heilongjiang,2159,13,,71
17/03/2022,11:00,Henan,2709,22,,37
17/03/2022,11:00,Hubei,68388,4512,,15
17/03/2022,11:00,Hunan,1243,4,,9
17/03/2022,11:00,Inner Mongolia Autonomous Region,1666,1,,45
17/03/2022,11:00,Jiangsu,1970,0,,190
17/03/2022,11:00,Jiangxi,960,1,,1
17/03/2022,11:00,Jilin,8853,3,,8232
17/03/2022,11:00,Liaoning,1186,2,,157
17/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
17/03/2022,11:00,Qinghai,32,0,,2
17/03/2022,11:00,Shaanxi,3125,3,,299
17/03/2022,11:00,Shandong,2276,7,,1134
17/03/2022,11:00,Shanghai,4877,7,,447
17/03/2022,11:00,Shanxi,295,0,,9
17/03/2022,11:00,Sichuan,1583,3,,106
17/03/2022,11:00,Tianjin,1483,3,,351
17/03/2022,11:00,Tibet Autonomous Region,1,0,,0
17/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
17/03/2022,11:00,Yunnan,2026,2,,66
17/03/2022,11:00,Zhejiang,2519,1,,253
18/03/2022,11:00,Anhui,1021,6,,8
18/03/2022,11:00,Beijing,1689,9,,185
18/03/2022,11:00,Chongqing,677,6,,55
18/03/2022,11:00,Fujian,1885,1,,317
18/03/2022,11:00,Gansu,594,2,,225
18/03/2022,11:00,Guangdong,6241,8,,1208
18/03/2022,11:00,Guangxi Zhuang Autonomous Region,1347,2,,188
18/03/2022,11:00,Guizhou,170,2,,8
18/03/2022,11:00,Hainan,193,6,,2
18/03/2022,11:00,Hebei,1771,7,,289
18/03/2022,11:00,Heilongjiang,2175,13,,83
18/03/2022,11:00,Henan,2710,22,,33
18/03/2022,11:00,Hubei,68388,4512,,11
18/03/2022,11:00,Hunan,1245,4,,11
18/03/2022,11:00,Inner Mongolia Autonomous Region,1673,1,,43
18/03/2022,11:00,Jiangsu,1974,0,,193
18/03/2022,11:00,Jiangxi,962,1,,3
18/03/2022,11:00,Jilin,10687,3,,10058
18/03/2022,11:00,Liaoning,1233,2,,204
18/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
18/03/2022,11:00,Qinghai,32,0,,2
18/03/2022,11:00,Shaanxi,3158,3,,332
18/03/2022,11:00,Shandong,2340,7,,1196
18/03/2022,11:00,Shanghai,4944,7,,469
18/03/2022,11:00,Shanxi,295,0,,9
18/03/2022,11:00,Sichuan,1583,3,,93
18/03/2022,11:00,Tianjin,1546,3,,410
18/03/2022,11:00,Tibet Autonomous Region,1,0,,0
18/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
18/03/2022,11:00,Yunnan,2032,2,,66
18/03/2022,11:00,Zhejiang,2551,1,,276
19/03/2022,11:00,Anhui,1021,6,,8
19/03/2022,11:00,Beijing,1700,9,,187
19/03/2022,11:00,Chongqing,680,6,,57
19/03/2022,11:00,Fujian,2087,1,,503
19/03/2022,11:00,Gansu,617,2,,247
19/03/2022,11:00,Guangdong,6306,8,,1148
19/03/2022,11:00,Guangxi Zhuang Autonomous Region,1351,2,,177
19/03/2022,11:00,Guizhou,171,2,,9
19/03/2022,11:00,Hainan,193,6,,0
19/03/2022,11:00,Hebei,1775,7,,287
19/03/2022,11:00,Heilongjiang,2196,13,,103
19/03/2022,11:00,Henan,2715,22,,35
19/03/2022,11:00,Hubei,68388,4512,,10
19/03/2022,11:00,Hunan,1247,4,,12
19/03/2022,11:00,Inner Mongolia Autonomous Region,1673,1,,35
19/03/2022,11:00,Jiangsu,1977,0,,195
19/03/2022,11:00,Jiangxi,962,1,,3
19/03/2022,11:00,Jilin,12361,5,,11712
19/03/2022,11:00,Liaoning,1306,2,,275
19/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
19/03/2022,11:00,Qinghai,32,0,,2
19/03/2022,11:00,Shaanxi,3169,3,,343
19/03/2022,11:00,Shandong,2384,7,,1226
19/03/2022,11:00,Shanghai,4964,7,,462
19/03/2022,11:00,Shanxi,295,0,,8
19/03/2022,11:00,Sichuan,1587,3,,88
19/03/2022,11:00,Tianjin,1575,3,,425
19/03/2022,11:00,Tibet Autonomous Region,1,0,,0
19/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
19/03/2022,11:00,Yunnan,2038,2,,70
19/03/2022,11:00,Zhejiang,2574,1,,297
20/03/2022,11:00,Anhui,1024,6,,11
20/03/2022,11:00,Beijing,1715,9,,189
20/03/2022,11:00,Chongqing,683,6,,60
20/03/2022,11:00,Fujian,2247,1,,661
20/03/2022,11:00,Gansu,646,2,,275
20/03/2022,11:00,Guangdong,6379,8,,1129
20/03/2022,11:00,Guangxi Zhuang Autonomous Region,1359,2,,163
20/03/2022,11:00,Guizhou,171,2,,9
20/03/2022,11:00,Hainan,193,6,,0
20/03/2022,11:00,Hebei,1796,7,,294
20/03/2022,11:00,Heilongjiang,2215,13,,122
20/03/2022,11:00,Henan,2718,22,,33
20/03/2022,11:00,Hubei,68391,4512,,13
20/03/2022,11:00,Hunan,1253,4,,18
20/03/2022,11:00,Inner Mongolia Autonomous Region,1673,1,,26
20/03/2022,11:00,Jiangsu,1978,0,,191
20/03/2022,11:00,Jiangxi,968,1,,9
20/03/2022,11:00,Jilin,13552,5,,12878
20/03/2022,11:00,Liaoning,1345,2,,314
20/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
20/03/2022,11:00,Qinghai,32,0,,2
20/03/2022,11:00,Shaanxi,3184,3,,356
20/03/2022,11:00,Shandong,2441,7,,1193
20/03/2022,11:00,Shanghai,4986,7,,459
20/03/2022,11:00,Shanxi,295,0,,7
20/03/2022,11:00,Sichuan,1591,3,,82
20/03/2022,11:00,Tianjin,1600,3,,449
20/03/2022,11:00,Tibet Autonomous Region,1,0,,0
20/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
20/03/2022,11:00,Yunnan,2042,2,,70
20/03/2022,11:00,Zhejiang,2604,1,,319
21/03/2022,11:00,Anhui,1024,6,,11
21/03/2022,11:00,Beijing,1723,9,,191
21/03/2022,11:00,Chongqing,684,6,,60
21/03/2022,11:00,Fujian,2407,1,,821
21/03/2022,11:00,Gansu,652,2,,269
21/03/2022,11:00,Guangdong,6424,8,,1054
21/03/2022,11:00,Guangxi Zhuang Autonomous Region,1374,2,,173
21/03/2022,11:00,Guizhou,171,2,,9
21/03/2022,11:00,Hainan,193,6,,0
21/03/2022,11:00,Hebei,1847,7,,336
21/03/2022,11:00,Heilongjiang,2245,13,,152
21/03/2022,11:00,Henan,2719,22,,29
21/03/2022,11:00,Hubei,68391,4512,,11
21/03/2022,11:00,Hunan,1281,4,,46
21/03/2022,11:00,Inner Mongolia Autonomous Region,1675,1,,21
21/03/2022,11:00,Jiangsu,1978,0,,186
21/03/2022,11:00,Jiangxi,969,1,,10
21/03/2022,11:00,Jilin,15094,5,,14365
21/03/2022,11:00,Liaoning,1380,2,,349
21/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
21/03/2022,11:00,Qinghai,32,0,,2
21/03/2022,11:00,Shaanxi,3198,3,,370
21/03/2022,11:00,Shandong,2457,7,,1162
21/03/2022,11:00,Shanghai,5027,7,,465
21/03/2022,11:00,Shanxi,295,0,,6
21/03/2022,11:00,Sichuan,1593,3,,73
21/03/2022,11:00,Tianjin,1622,3,,470
21/03/2022,11:00,Tibet Autonomous Region,1,0,,0
21/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
21/03/2022,11:00,Yunnan,2046,2,,70
21/03/2022,11:00,Zhejiang,2607,1,,321
22/03/2022,11:00,Anhui,1024,6,,11
22/03/2022,11:00,Beijing,1733,9,,179
22/03/2022,11:00,Chongqing,686,6,,62
22/03/2022,11:00,Fujian,2522,1,,935
22/03/2022,11:00,Gansu,657,2,,257
22/03/2022,11:00,Guangdong,6461,8,,999
22/03/2022,11:00,Guangxi Zhuang Autonomous Region,1383,2,,164
22/03/2022,11:00,Guizhou,171,2,,9
22/03/2022,11:00,Hainan,193,6,,0
22/03/2022,11:00,Hebei,1858,7,,343
22/03/2022,11:00,Heilongjiang,2289,13,,195
22/03/2022,11:00,Henan,2726,22,,36
22/03/2022,11:00,Hubei,68391,4512,,11
22/03/2022,11:00,Hunan,1289,4,,54
22/03/2022,11:00,Inner Mongolia Autonomous Region,1677,1,,21
22/03/2022,11:00,Jiangsu,1981,0,,179
22/03/2022,11:00,Jiangxi,983,1,,24
22/03/2022,11:00,Jilin,16996,5,,16221
22/03/2022,11:00,Liaoning,1448,2,,413
22/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
22/03/2022,11:00,Qinghai,32,0,,2
22/03/2022,11:00,Shaanxi,3205,3,,372
22/03/2022,11:00,Shandong,2481,7,,1144
22/03/2022,11:00,Shanghai,5066,7,,464
22/03/2022,11:00,Shanxi,295,0,,5
22/03/2022,11:00,Sichuan,1599,3,,77
22/03/2022,11:00,Tianjin,1631,3,,473
22/03/2022,11:00,Tibet Autonomous Region,1,0,,0
22/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
22/03/2022,11:00,Yunnan,2049,2,,67
22/03/2022,11:00,Zhejiang,2619,1,,327
23/03/2022,11:00,Anhui,1024,6,,11
23/03/2022,11:00,Beijing,1738,9,,173
23/03/2022,11:00,Chongqing,687,6,,63
23/03/2022,11:00,Fujian,2638,1,,1049
23/03/2022,11:00,Gansu,663,2,,256
23/03/2022,11:00,Guangdong,6484,8,,976
23/03/2022,11:00,Guangxi Zhuang Autonomous Region,1395,2,,170
23/03/2022,11:00,Guizhou,171,2,,9
23/03/2022,11:00,Hainan,193,6,,0
23/03/2022,11:00,Hebei,1867,7,,341
23/03/2022,11:00,Heilongjiang,2302,13,,207
23/03/2022,11:00,Henan,2738,22,,48
23/03/2022,11:00,Hubei,68391,4512,,11
23/03/2022,11:00,Hunan,1301,4,,66
23/03/2022,11:00,Inner Mongolia Autonomous Region,1677,1,,18
23/03/2022,11:00,Jiangsu,1983,0,,167
23/03/2022,11:00,Jiangxi,992,1,,33
23/03/2022,11:00,Jilin,19316,5,,18447
23/03/2022,11:00,Liaoning,1484,2,,448
23/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
23/03/2022,11:00,Qinghai,32,0,,2
23/03/2022,11:00,Shaanxi,3208,3,,358
23/03/2022,11:00,Shandong,2505,7,,1107
23/03/2022,11:00,Shanghai,5080,7,,449
23/03/2022,11:00,Shanxi,297,0,,4
23/03/2022,11:00,Sichuan,1606,3,,71
23/03/2022,11:00,Tianjin,1659,3,,489
23/03/2022,11:00,Tibet Autonomous Region,1,0,,0
23/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
23/03/2022,11:00,Yunnan,2051,2,,64
23/03/2022,11:00,Zhejiang,2630,1,,337
24/03/2022,11:00,Anhui,1024,6,,11
24/03/2022,11:00,Beijing,1742,9,,159
24/03/2022,11:00,Chongqing,687,6,,63
24/03/2022,11:00,Fujian,2710,1,,1120
24/03/2022,11:00,Gansu,667,2,,190
24/03/2022,11:00,Guangdong,6500,8,,942
24/03/2022,11:00,Guangxi Zhuang Autonomous Region,1395,2,,158
24/03/2022,11:00,Guizhou,171,2,,9
24/03/2022,11:00,Hainan,193,6,,0
24/03/2022,11:00,Hebei,1875,7,,339
24/03/2022,11:00,Heilongjiang,2312,13,,214
24/03/2022,11:00,Henan,2748,22,,49
24/03/2022,11:00,Hubei,68391,4512,,11
24/03/2022,11:00,Hunan,1308,4,,73
24/03/2022,11:00,Inner Mongolia Autonomous Region,1677,1,,15
24/03/2022,11:00,Jiangsu,1991,0,,161
24/03/2022,11:00,Jiangxi,1004,1,,45
24/03/2022,11:00,Jilin,21126,5,,20092
24/03/2022,11:00,Liaoning,1493,2,,453
24/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
24/03/2022,11:00,Qinghai,32,0,,2
24/03/2022,11:00,Shaanxi,3209,3,,338
24/03/2022,11:00,Shandong,2521,7,,1057
24/03/2022,11:00,Shanghai,5094,7,,417
24/03/2022,11:00,Shanxi,297,0,,2
24/03/2022,11:00,Sichuan,1618,3,,79
24/03/2022,11:00,Tianjin,1688,3,,499
24/03/2022,11:00,Tibet Autonomous Region,1,0,,0
24/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
24/03/2022,11:00,Yunnan,2052,2,,60
24/03/2022,11:00,Zhejiang,2641,1,,342
25/03/2022,11:00,Anhui,1025,6,,10
25/03/2022,11:00,Beijing,1747,9,,144
25/03/2022,11:00,Chongqing,687,6,,61
25/03/2022,11:00,Fujian,2728,1,,1137
25/03/2022,11:00,Gansu,671,2,,147
25/03/2022,11:00,Guangdong,6515,8,,895
25/03/2022,11:00,Guangxi Zhuang Autonomous Region,1418,2,,172
25/03/2022,11:00,Guizhou,172,2,,10
25/03/2022,11:00,Hainan,193,6,,0
25/03/2022,11:00,Hebei,1899,7,,347
25/03/2022,11:00,Heilongjiang,2335,13,,227
25/03/2022,11:00,Henan,2758,22,,55
25/03/2022,11:00,Hubei,68391,4512,,7
25/03/2022,11:00,Hunan,1309,4,,74
25/03/2022,11:00,Inner Mongolia Autonomous Region,1677,1,,13
25/03/2022,11:00,Jiangsu,1992,0,,126
25/03/2022,11:00,Jiangxi,1027,1,,68
25/03/2022,11:00,Jilin,22238,5,,21105
25/03/2022,11:00,Liaoning,1502,2,,458
25/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
25/03/2022,11:00,Qinghai,32,0,,1
25/03/2022,11:00,Shaanxi,3212,3,,323
25/03/2022,11:00,Shandong,2534,7,,949
25/03/2022,11:00,Shanghai,5133,7,,413
25/03/2022,11:00,Shanxi,300,0,,5
25/03/2022,11:00,Sichuan,1624,3,,79
25/03/2022,11:00,Tianjin,1713,3,,500
25/03/2022,11:00,Tibet Autonomous Region,1,0,,0
25/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
25/03/2022,11:00,Yunnan,2055,2,,57
25/03/2022,11:00,Zhejiang,2645,1,,328
26/03/2022,11:00,Anhui,1026,6,,10
26/03/2022,11:00,Beijing,1755,9,,146
26/03/2022,11:00,Chongqing,688,6,,60
26/03/2022,11:00,Fujian,2733,1,,1141
26/03/2022,11:00,Gansu,678,2,,143
26/03/2022,11:00,Guangdong,6526,8,,843
26/03/2022,11:00,Guangxi Zhuang Autonomous Region,1425,2,,169
26/03/2022,11:00,Guizhou,172,2,,10
26/03/2022,11:00,Hainan,193,6,,0
26/03/2022,11:00,Hebei,1918,7,,344
26/03/2022,11:00,Heilongjiang,2344,13,,233
26/03/2022,11:00,Henan,2761,22,,53
26/03/2022,11:00,Hubei,68391,4512,,5
26/03/2022,11:00,Hunan,1311,4,,75
26/03/2022,11:00,Inner Mongolia Autonomous Region,1681,1,,16
26/03/2022,11:00,Jiangsu,1998,0,,112
26/03/2022,11:00,Jiangxi,1030,1,,71
26/03/2022,11:00,Jilin,23360,5,,22091
26/03/2022,11:00,Liaoning,1516,2,,469
26/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
26/03/2022,11:00,Qinghai,32,0,,0
26/03/2022,11:00,Shaanxi,3213,3,,294
26/03/2022,11:00,Shandong,2542,7,,791
26/03/2022,11:00,Shanghai,5180,7,,433
26/03/2022,11:00,Shanxi,303,0,,8
26/03/2022,11:00,Sichuan,1636,3,,79
26/03/2022,11:00,Tianjin,1748,3,,498
26/03/2022,11:00,Tibet Autonomous Region,1,0,,0
26/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
26/03/2022,11:00,Yunnan,2056,2,,54
26/03/2022,11:00,Zhejiang,2651,1,,310
27/03/2022,11:00,Anhui,1028,6,,11
27/03/2022,11:00,Beijing,1757,9,,130
27/03/2022,11:00,Chongqing,688,6,,52
27/03/2022,11:00,Fujian,2734,1,,1141
27/03/2022,11:00,Gansu,680,2,,140
27/03/2022,11:00,Guangdong,6536,8,,757
27/03/2022,11:00,Guangxi Zhuang Autonomous Region,1432,2,,172
27/03/2022,11:00,Guizhou,172,2,,8
27/03/2022,11:00,Hainan,193,6,,0
27/03/2022,11:00,Hebei,1928,7,,321
27/03/2022,11:00,Heilongjiang,2352,13,,238
27/03/2022,11:00,Henan,2775,22,,66
27/03/2022,11:00,Hubei,68391,4512,,5
27/03/2022,11:00,Hunan,1316,4,,79
27/03/2022,11:00,Inner Mongolia Autonomous Region,1681,1,,15
27/03/2022,11:00,Jiangsu,1999,0,,89
27/03/2022,11:00,Jiangxi,1032,1,,73
27/03/2022,11:00,Jilin,24431,5,,21748
27/03/2022,11:00,Liaoning,1544,2,,492
27/03/2022,11:00,Ningxia Hui Autonomous Region,122,0,,0
27/03/2022,11:00,Qinghai,32,0,,0
27/03/2022,11:00,Shaanxi,3214,3,,256
27/03/2022,11:00,Shandong,2547,7,,610
27/03/2022,11:00,Shanghai,5233,7,,472
27/03/2022,11:00,Shanxi,303,0,,8
27/03/2022,11:00,Sichuan,1648,3,,88
27/03/2022,11:00,Tianjin,1765,3,,492
27/03/2022,11:00,Tibet Autonomous Region,1,0,,0
27/03/2022,11:00,Xinjiang Uygur Autonomous Region (Including Xinjiang Production and Construction Corps),996,3,,0
27/03/2022,11:00,Yunnan,2057,2,,53
27/03/2022,11:00,Zhejiang,2653,1,,258
